1,-1.81,2.49,0.0009
2,-1.81,2.47,0.0052
3,-1.81,2.46,0.0052
4,-1.81,2.39,0.0052
5,-0.86,2.34,0.0052
6,-0.86,2.27,0.0053
7,-0.86,2.18,0.0052
8,-0.86,2.04,0.0052
9,-0.46,1.55,0.0052
10,-0.46,0.97,0.0052
11,-0.46,0.22,0.0052
12,-0.46,-0.41,0.0052
13,1.00,-1.00,0.0052
14,1.00,-1.50,0.0053
15,1.00,-1.92,0.0052
16,1.00,-2.29,0.0052
17,1.23,-2.62,0.0052
18,1.23,-2.98,0.0053
19,1.23,-3.15,0.0052
20,1.23,-3.05,0.0052
21,0.81,-2.71,0.0052
22,0.81,-2.30,0.0053
23,0.81,-1.87,0.0052
24,0.81,-1.45,0.0052
25,-0.29,-1.07,0.0052
26,-0.29,-0.70,0.0053
27,-0.29,-0.38,0.0052
28,-0.29,-0.22,0.0052
29,-0.41,0.07,0.0052
30,-0.41,0.42,0.0053
31,-0.41,0.78,0.0052
32,-0.41,0.97,0.0052
33,-0.85,1.27,0.0052
34,-0.85,1.43,0.0053
35,-0.85,1.54,0.0052
36,-0.85,1.63,0.0052
37,-0.65,1.55,0.0052
38,-0.65,1.66,0.0053
39,-0.65,1.55,0.0052
40,-0.65,1.34,0.0052
41,-0.20,0.98,0.0052
42,-0.20,0.70,0.0053
43,-0.20,0.19,0.0052
44,-0.20,-0.26,0.0052
45,0.67,-0.60,0.0052
46,0.67,-1.05,0.0053
47,0.67,-1.29,0.0052
48,0.67,-1.48,0.0052
49,0.88,-1.70,0.0052
50,0.88,-1.77,0.0053
51,0.88,-1.87,0.0052
52,0.88,-1.82,0.0052
53,0.54,-1.70,0.0052
54,0.54,-1.36,0.0053
55,0.54,-1.18,0.0052
56,0.54,-1.04,0.0052
57,-0.11,-0.68,0.0052
58,-0.11,-0.21,0.0053
59,-0.11,0.09,0.0052
60,-0.11,0.41,0.0052
61,-0.63,0.63,0.0052
62,-0.63,0.77,0.0053
63,-0.63,0.93,0.0052
64,-0.63,0.95,0.0052
65,-0.41,0.99,0.0052
66,-0.41,0.96,0.0053
67,-0.41,0.95,0.0052
68,-0.41,0.91,0.0052
69,-0.23,0.86,0.0052
70,-0.23,0.80,0.0053
71,-0.23,0.76,0.0052
72,-0.23,0.74,0.0052
73,-0.22,0.72,0.0052
74,-0.22,0.65,0.0053
75,-0.22,0.45,0.0052
76,-0.22,0.25,0.0052
77,0.20,0.01,0.0052
78,0.20,-0.38,0.0052
79,0.20,-0.55,0.0052
80,0.20,-0.77,0.0052
81,0.58,-0.89,0.0052
82,0.58,-1.00,0.0053
83,0.58,-1.10,0.0052
84,0.58,-1.10,0.0052
85,0.44,-1.12,0.0052
86,0.44,-1.12,0.0053
87,0.44,-1.16,0.0052
88,0.44,-1.17,0.0052
89,0.43,-1.14,0.0052
90,0.43,-1.14,0.0053
91,0.43,-1.13,0.0052
92,0.43,-0.75,0.0052
93,-0.12,-0.32,0.0052
94,-0.12,-0.10,0.0053
95,-0.12,0.19,0.0052
96,-0.12,0.38,0.0052
97,-0.37,0.49,0.0052
98,-0.37,0.63,0.0053
99,-0.37,0.65,0.0052
100,-0.37,0.62,0.0052
101,-0.11,0.53,0.0052
102,-0.11,0.45,0.0053
103,-0.11,0.37,0.0052
104,-0.11,0.34,0.0052
105,0.03,0.32,0.0052
106,0.03,0.30,0.0053
107,0.03,0.27,0.0052
108,0.03,0.25,0.0052
109,-0.01,0.23,0.0052
110,-0.01,0.23,0.0053
111,-0.01,0.24,0.0052
112,-0.01,0.23,0.0052
113,-0.04,0.22,0.0052
114,-0.04,0.21,0.0053
115,-0.04,0.19,0.0052
116,-0.04,0.18,0.0053
117,-0.06,0.22,0.0052
118,-0.06,0.20,0.0053
119,-0.06,0.14,0.0052
120,-0.06,0.03,0.0052
121,0.14,-0.07,0.0053
122,0.14,-0.19,0.0054
123,0.14,-0.23,0.0052
124,0.14,-0.27,0.0052
125,0.18,-0.27,0.0052
126,0.18,-0.20,0.0053
127,0.18,-0.15,0.0053
128,0.18,-0.11,0.0053
129,0.00,-0.12,0.0053
130,0.00,-0.13,0.0053
131,0.00,-0.13,0.0052
132,0.00,-0.11,0.0053
133,0.03,-0.07,0.0053
134,0.03,-0.03,0.0053
135,0.03,-0.00,0.0052
136,0.03,-0.00,0.0051
137,0.01,-0.00,0.0051
138,0.01,-0.01,0.0052
139,0.01,0.01,0.0053
140,0.01,0.03,0.0052
141,-0.02,0.07,0.0052
142,-0.02,0.09,0.0053
143,-0.02,0.12,0.0052
144,-0.02,0.13,0.0052
145,-0.06,0.15,0.0052
146,-0.06,0.18,0.0053
147,-0.06,0.21,0.0052
148,-0.06,0.25,0.0052
149,-0.14,0.30,0.0052
150,-0.14,0.35,0.0053
151,-0.14,0.38,0.0052
152,-0.14,0.40,0.0052
153,-0.19,0.43,0.0052
154,-0.19,0.47,0.0053
155,-0.19,0.51,0.0053
156,-0.19,0.58,0.0052
157,-0.30,0.62,0.0053
158,-0.30,0.65,0.0053
159,-0.30,0.56,0.0052
160,-0.30,0.49,0.0052
161,-0.11,0.42,0.0053
162,-0.11,0.45,0.0053
163,-0.11,0.43,0.0052
164,-0.11,0.56,0.0053
165,-0.26,0.48,0.0053
166,-0.26,0.39,0.0054
167,-0.26,0.17,0.0053
168,-0.26,0.05,0.0052
169,0.15,-0.09,0.0052
170,0.15,-0.16,0.0053
171,0.15,-0.15,0.0053
172,0.15,-0.16,0.0053
173,-0.06,-0.09,0.0053
174,-0.06,-0.02,0.0054
175,-0.06,0.06,0.0053
176,-0.06,0.08,0.0053
177,-0.21,0.12,0.0053
178,-0.21,0.14,0.0053
179,-0.21,0.20,0.0052
180,-0.21,0.24,0.0053
181,-0.24,0.26,0.0052
182,-0.24,0.19,0.0054
183,-0.24,0.15,0.0052
184,-0.24,0.13,0.0053
185,-0.05,0.06,0.0052
186,-0.05,0.09,0.0053
187,-0.05,0.06,0.0053
188,-0.05,0.03,0.0052
189,-0.09,-0.00,0.0052
190,-0.09,0.01,0.0052
191,-0.09,0.02,0.0051
192,-0.09,0.05,0.0052
193,-0.16,0.06,0.0052
194,-0.16,0.10,0.0053
195,-0.16,0.10,0.0052
196,-0.16,0.12,0.0052
197,-0.19,0.13,0.0052
198,-0.19,0.15,0.0053
199,-0.19,0.17,0.0053
200,-0.19,0.16,0.0053
201,-0.18,0.16,0.0053
202,-0.18,0.14,0.0053
203,-0.18,0.14,0.0052
204,-0.18,0.15,0.0052
